IncidentFromDate,IncidentFromTime,IncidentToDate,IncidentToTime,Offense Description,CaseDisposition,LocationCode,PatrolZone,LocationLandmark,LocationStreet,LocationLatitude,LocationLongitude,CreatedSource,Column19
10/25/2016,15:45:00,,,Non-Crime (not reported to state),,ONCAM,Z2,Theta XI Fraternity,Techwood Drive  NW,33.7758785,-84.3916619,1,
05/17/2016,14:00:00,5/17/2016,15:43:00,Fraud - Impersonation,,ONCAM,Z4,Beringause Building,Hemphill Avenue  NW,33.77895641,-84.40131466,1,
05/27/2016,1:38:00,5/27/2016,1:38:00,Traffic Offense (describe offense),Cleared by Arrest,PUB,Z2,Northside Drive  NW at State Street  NW,,,,1,
05/31/2016,13:29:00,5/31/2016,13:45:00,Non-Crime (not reported to state),,ONCAM,Z1,Research Administration   155   Z1,Tenth Street NW,33.78167605,-84.40393633,1,
06/04/2016,0:00:00,6/4/2016,12:09:00,Non-Crime (not reported to state),,ONCAM,Z2,Waffle House,Fifth Street  NW,33.776725,-84.389468,1,
06/07/2016,10:30:00,6/7/2016,10:31:00,Non-Crime (not reported to state),,ONCAM,Z4,Woodruff North Building,Curran Street,33.77895641,-84.40131466,1,
06/14/2016,18:58:00,6/14/2016,19:36:00,Traffic Offense (describe offense),Cleared by Arrest,ONCAM,Z4,,Ferst Drive and Hemphill Avenue,,,1,
06/15/2016,0:31:00,6/15/2016,0:40:00,Non-Crime (not reported to state),,ONCAMRES,Z4,Woodruff Residence Hall   116   Z4,Curran Street NW,33.77910743,-84.40662487,1,
06/21/2016,20:24:00,,,,Cleared by Arrest,PUB,Z2,Spring Street  NW @ Third Street  NW,,,,1,
06/08/2016,15:45:00,6/8/2016,16:15:00,Sex Offense Free Text,Cleared by Arrest,ONCAMRES,Z4,Maulding Residence Hall (Sixth St. West Apts.)  65  Z4,Sixth Street  NW,33.777007,-84.405706,1,
06/23/2016,17:14:00,6/23/2016,18:24:00,Non-Crime (not reported to state),,ONCAM,Z1,Ford Envir. Science & Technology,Ferst Drive  NW,33.77889662,-84.39603609,1,
06/24/2016,13:37:00,6/24/2016,13:56:00,Non-Crime (not reported to state),,ONCAM,Z3,Student Center,Ferst Drive  NW,33.77413608,-84.39881802,1,
06/26/2016,14:00:00,6/26/2016,14:15:00,Burglary - No Forced Entry - Residence,Cleared by Arrest,ONCAMRES,Z3,Pi Kappa Phi Fraternity,Ferst Drive NW,33.77667396,-84.39430485,1,
10/26/2016,14:47:00,10/26/2016,14:47:00,Non-Crime (not reported to state),,ONCAM,Z2,Library   77   Z2,Cherry Street NW,33.77431732,-84.39572383,1,
10/29/2016,7:30:00,10/29/2016,8:07:00,Non-Crime (not reported to state),,PUB,Z2,Fourth Street  NW  at Fowler Street  NW,,33.775955,-84.393657,1,
10/28/2016,8:30:00,10/28/2016,9:00:00,Non-Crime (not reported to state),,ONCAM,Z2,Success Center   31   Z2,Uncle Heinie Way NW,33.77244111,-84.39395201,1,
11/02/2016,9:30:00,,,Criminal Trespass,Cleared by Arrest,ONCAM,Z1,GTRI North (430 Tenth Street)   61   Z1,Tenth Street NW,33.78115,-84.401488,1,
11/05/2016,18:00:00,11/5/2016,18:13:00,Non-Crime (not reported to state),,ONCAM,Z4,Crecine Residence Hall,Hemphill Avenue  NW,33.77895641,-84.40131466,1,
11/12/2016,18:28:00,11/12/2016,18:45:00,Non-Crime (not reported to state),,ONCAMRES,Z4,Eighth Street Apartments West,Eighth Street  NW,33.78012873,-84.40513865,1,
11/18/2016,8:00:00,11/18/2016,8:15:00,Non-Crime (not reported to state),,ONCAM,Z1,Facilities   32   Z1,Fowler Street  NW,33.77992173,-84.39313728,1,
11/18/2016,0:00:00,11/18/2016,3:00:00,Sex Offense Free Text,Cleared by Arrest,ONCAMRES,Z4,Nelson-Shell Residence Hall,Turner Place,,,1,
11/24/2016,9:00:00,11/24/2016,10:24:00,Non-Crime (not reported to state),,NONCAM,OFFCAM,,,,,1,
11/27/2016,16:30:00,11/27/2016,18:45:00,Non-Crime (not reported to state),,ONCAM,Z1,Bobby Dodd Stadium,North Avenue NW,,,1,
11/27/2016,12:00:00,11/27/2016,13:00:00,Burglary - No Forced Entry - Residence,Cleared by Arrest,ONCAMRES,Z2,Glenn Residence Hall,Bobby Dodd Way NW,,,1,
11/28/2016,14:00:00,11/28/2016,14:30:00,Non-Crime (not reported to state),,ONCAM,Z2,Technology Square Parking Deck,Spring Street NW,,,1,
06/27/2016,16:15:00,6/27/2016,16:30:00,Non-Crime (not reported to state),,ONCAM,Z1,Engineered Biosystems Building (EBB),Atlantic Drive NW,33.780819,-84.397985,1,
06/26/2016,15:00:00,6/27/2016,11:00:00,Damage to Property - Public,,ONCAM,Z1,Nanotechnology Building  181  Z1,Ferst Drive  NW,33.77884514,-84.39847658,1,
06/28/2016,14:15:00,6/28/2016,,Non-Crime (not reported to state),Cleared by Arrest,NONCAM,Z1,Silver Skillet,Fourteenth Street  NW,,,1,
06/28/2016,19:35:00,,,,Cleared by Arrest,PUB,OFFCAM,North Avenue  NW / Centennial Olympic Park Drive  NW,,,,1,
07/09/2016,18:30:00,7/9/2016,20:15:00,Larceny - From Building,,ONCAM,Z2,NAA Gym,North Avenue  NW,33.7746818,-84.39637939,1,
07/10/2016,20:16:00,7/10/2016,20:40:00,Non-Crime (not reported to state),,ONCAM,Z2,Towers Residence Hall,Bobby Dodd Way NW,33.77343233,-84.39100012,1,
07/11/2016,18:03:00,,,Non-Crime (not reported to state),,ONCAM,Z1,McCamish Pavilion,Fowler Street  NW,33.78067585,-84.39276636,1,
07/18/2016,1:50:00,7/18/2016,1:58:00,Driving Under the Influence of Alcohol,Cleared by Arrest,PUB,Z2,East Side of Tau Kappa Epsilon,,,,1,
07/25/2016,13:00:00,7/25/2016,14:30:00,Non-Crime (not reported to state),,ONCAM,Z4,Woodruff Residence Hall,Curran Street NW,33.77910743,-84.40662487,1,
04/21/2016,8:30:00,7/26/2016,13:00:00,Larceny - From Building,Unfounded,ONCAM,Z2,Daniel Laboratory,Bobby Dodd Way  NW,33.77370622,-84.39399204,1,
07/27/2016,20:41:00,,,Non-Crime (not reported to state),,ONCAM,Z2,Montgomery Knight Building  (SST II),Ferst Drive  NW,33.77191256,-84.39607312,1,
07/22/2016,20:00:00,7/29/2016,10:00:00,Non-Crime (not reported to state),,ONCAMRES,Z3,Maulding Residence Hall (Sixth St. West Apts.)  65  Z4,Sixth Street NW,33.777007,-84.405706,1,
10/04/2016,16:00:00,10/4/2016,17:00:00,Non-Crime (not reported to state),,ONCAM,Z1,Beringause Building,Hemphill Avenue  NW,,,1,
10/06/2016,5:38:00,10/6/2016,5:38:00,Non-Crime (not reported to state),Prosecution Declined,ONCAM,Z4,Eighth Street Apartments,Eighth Street NW,33.78012873,-84.40513865,1,
10/07/2016,4:28:00,10/7/2016,4:31:00,Damage to Property - Public,Prosecution Declined,ONCAMRES,Z2,North Avenue Apartments- South,North Avenue  NW,33.76932,-84.39182,1,
10/08/2016,20:30:00,10/8/2016,20:45:00,Non-Crime (not reported to state),,ONCAM,Z3,Boggs Building Lot (North),State Street  NW,,,1,
10/15/2016,3:30:00,,,Liquor - Possession Of,Prosecution Declined,ONCAM,Z2,Bobby Dodd Stadium,North Avenue  NW,33.771865,-84.393316,1,
10/19/2016,19:00:00,10/19/2016,20:00:00,Non-Crime (not reported to state),,ONCAM,Z1,Ken Byers Tennis Complex,Fowler Street  NW,33.7746818,-84.39637939,1,
10/18/2016,17:00:00,10/19/2016,9:00:00,Damage to Property - Business,,NONCAM,Z1,Housing,Joseph E Lowery Boulevard  NW,33.77895641,-84.40131466,1,
10/25/2016,14:43:00,10/25/2016,14:43:00,Non-Crime (not reported to state),Cleared by Arrest,ONCAM,Z2,Library   77   Z2,Cherry Street NW,33.77431732,-84.39572383,1,
10/26/2016,2:45:00,,,Criminal Trespass,Cleared by Arrest,ONCAM,Z3,Clough Undergraduate Learning Center,Fourth Street NW,33.7746818,-84.39637939,1,
10/27/2016,13:55:00,10/27/2016,14:00:00,Non-Crime (not reported to state),,ONCAM,Z3,Bunger-Henry Building,Atlantic Drive  NW,33.77564885,-84.3982697,1,
10/28/2016,21:55:00,,,Liquor - Possession Of,Prosecution Declined,ONCAMRES,Z1,Center Street Apartments,Hemphill Avenue  NW,33.78005124,-84.40198786,1,
08/03/2016,3:00:00,8/3/2016,3:00:00,Non-Crime (not reported to state),,ONCAMRES,Z2,North Avenue Apartments East Building,North Avenue  NW,33.76952,-84.39097,1,
08/05/2016,9:17:00,,,Non-Crime (not reported to state),,ONCAM,Z4,West Campus Dinning Commons (Construction site),Eight Street  NW,,,1,
08/06/2016,1:42:00,,,Non-Crime (not reported to state),,NONCLERY,OFFCAM,M Street Apartments,Marietta Street  NW,,,1,
08/06/2016,1:53:00,8/6/2016,2:30:00,Non-Crime (not reported to state),,ONCAMRES,Z2,NAA North,North Avenue  NW,,,1,
08/09/2016,17:55:00,8/9/2016,18:10:00,Non-Crime (not reported to state),,ONCAMRES,Z4,Eighth Street Apartments,Eighth Street  NW,,,1,
08/23/2016,8:00:00,8/23/2016,9:00:00,Non-Crime (not reported to state),,ONCAM,,Campus Recreation Center   160   Z4,Ferst Drive NW,33.77546401,-84.40349901,1,
08/26/2016,3:44:00,8/26/2016,,Liquor - Possession Of,Prosecution Declined,ONCAMRES,Z2,Field Residence Hall,Techwood Drive  NW,,,1,
08/26/2016,7:50:00,8/26/2016,8:04:00,Non-Crime (not reported to state),,ONCAM,Z2,Peters Parking Deck   8   Z2,Fowler Street  NW,33.77497462,-84.3935274,1,
08/26/2016,16:05:00,8/26/2016,16:30:00,Non-Crime (not reported to state),,ONCAM,Z1,Ferst Drive  NW and Fowler Street  NW,,33.772387,-84.395512,1,
08/28/2016,0:20:00,8/28/2016,0:28:00,,,ONCAM,Z2,Alumni-Faculty House   3   Z2,North Avenue NW,33.7710217,-84.39350159,1,
08/26/2016,10:00:00,8/29/2016,12:00:00,Burglary - No Forced Entry - Residence,Unfounded,NONCAM,Z1,Zeta Beta Tau,Sixth Street  NW,33.77788622,-84.39246794,1,
09/02/2016,16:20:00,9/2/2016,16:25:00,Non-Crime (not reported to state),,ONCAM,,North Avenue Apartments,North Avenue  NW,33.77895641,-84.40131466,1,
10/29/2016,17:00:00,10/30/2016,7:30:00,Damage to Property - Private,,NONCAM,Z2,Lambda Chi Alpha Fraternity   312   Z2,Techwood Drive NW,33.77625976,-84.39238188,1,
11/01/2016,18:45:00,11/1/2016,19:16:00,,,ONCAM,Z2,Library,Cherry Street  NW,,,1,
10/29/2016,20:00:00,10/29/2016,20:00:00,Non-Crime (not reported to state),,ONCAM,Z1,Chandler Stadium,Ferst Drive  NW,33.77761508,-84.3948266,1,
11/03/2016,18:45:00,11/3/2016,18:55:00,Non-Crime (not reported to state),,ONCAM,Z1,UA Whitaker Biomedical Engineering,Ferst Drive  NW,33.77848528,-84.39682437,1,
11/05/2016,21:30:00,11/7/2016,13:26:00,Non-Crime (not reported to state),,NONCAM,Z1,,Thurleston Lane,,,1,
11/14/2016,12:00:00,11/14/2016,18:45:00,Non-Crime (not reported to state),,ONCAMRES,Z4,Eighth Street Apartments,Eighth Street NW,33.78012873,-84.40513865,1,
11/19/2016,14:55:00,11/19/2016,15:09:00,Public Peace Offense Free Text,Prosecution Declined,ONCAM,Z2,Bobby Dodd Stadium,North Avenue  NW,33.771865,-84.393316,1,
11/20/2016,16:00:00,11/21/2016,11:10:00,Burglary - No Forced Entry -NonResidence,,ONCAM,Z3,Ferst Center for the Arts,Ferst Drive NW,33.77510053,-84.39921209,1,
11/17/2016,14:30:00,11/17/2016,14:45:00,Larceny Offense Free Text,,ONCAM,Z1,,Ferst Drive  NW,33.77895641,-84.40131466,1,
11/16/2016,12:45:00,11/16/2016,13:15:00,Non-Crime (not reported to state),,ONCAM,Z4,Student Health Center,Ferst Drive  NW,,,1,
12/02/2016,9:30:00,12/2/2016,13:00:00,Non-Crime (not reported to state),,ONCAM,Z3,Student Center West Lot,Ferst Drive,,,1,
12/02/2016,17:00:00,12/5/2016,5:50:00,Non-Crime (not reported to state),,ONCAM,Z3,Boggs Building,State Street NW,,,1,
09/13/2016,10:50:00,9/13/2016,12:02:00,Non-Crime (not reported to state),,ONCAM,Z3,UA Whitaker Biomedical Engineering,Ferst Drive  NW,33.77848528,-84.39682437,1,
09/14/2016,15:39:00,9/14/2016,16:43:00,Non-Crime (not reported to state),,ONCAM,Z3,,Ferst Drive @ Atlantic Drive  NW,33.778264,-84.397802,1,
08/27/2016,20:00:00,9/19/2016,18:00:00,Non-Crime (not reported to state),,ONCAM,Z3,Student Center,Ferst Drive  NW,,,1,
09/19/2016,16:00:00,9/21/2016,16:25:00,Non-Crime (not reported to state),,ONCAMRES,Z2,Smith Residence Hall,Wlliams Street  NW,33.77895641,-84.40131466,1,
09/23/2016,7:00:00,9/23/2016,7:15:00,Damage to Property - Private,,ONCAM,Z3,Boggs Building   103   Z3,State Street NW,33.77548051,-84.39974466,1,
09/24/2016,20:16:00,9/24/2016,20:24:00,Traffic Offense (describe offense),Cleared by Arrest,PUB,Z2,North Avenue  NW @ State Street  NW,,33.771364,-84.395528,1,
09/26/2016,19:35:00,,,Non-Crime (not reported to state),,ONCAM,Z2,Alumni-Faculty House,North Avenue  NW,33.7710217,-84.39350159,1,
09/28/2016,12:10:00,9/28/2016,12:16:00,Fraud - Swindle,,ONCAMRES,Z1,Center Street Apartments,Hemphill Avenue  NW,33.77895641,-84.40131466,1,
10/05/2016,15:40:00,10/5/2016,15:42:00,Non-Crime (not reported to state),,ONCAM,Z3,Clough Undergraduate Learning Center,Fourth Street  NW,,,1,
10/07/2016,12:42:00,10/7/2016,12:45:00,Non-Crime (not reported to state),,ONCAM,Z3,Student Center   104   Z3,Ferst Drive  NW,33.77413608,-84.39881802,1,
10/07/2016,21:40:00,10/7/2016,21:50:00,Non-Crime (not reported to state),,NONCAM,OFFCAM,,Hemphill Avenue  NW,33.77895641,-84.40131466,1,
10/10/2016,16:50:00,10/10/2016,16:56:00,Non-Crime (not reported to state),,ONCAM,Z1,Engineered Biosystems Building (EBB),Atlantic Drive  NW,33.780819,-84.397985,1,
08/30/2016,20:30:00,8/30/2016,20:52:00,Liquor - Possession Of,Prosecution Declined,ONCAMRES,Z4,Woodruff Residence Hall,Curran Street  NW,33.77817418,-84.40548218,1,
08/27/2016,12:00:00,8/31/2016,14:00:00,Larceny - From Building,,ONCAM,Z2,Bobby Dodd Stadium,Bobby Dodd Way  NW,33.771865,-84.393316,1,
09/06/2016,8:15:00,,,Traffic Offense (describe offense),Cleared by Arrest,PUB,Z1,,North Avenue  NW,33.771364,-84.395528,1,
09/02/2016,15:00:00,9/6/2016,20:30:00,Larceny - Bicycle,Unfounded,ONCAM,Z2,Howell Residence Hall,Williams Street  NW,33.77213571,-84.39098413,1,
09/08/2016,0:30:00,9/8/2016,0:40:00,Liquor - Possession Of,Prosecution Declined,ONCAM,Z1,,Ferst Drive NW and Atlantic Dive  NW,,,1,
09/09/2016,19:24:00,9/9/2016,,Non-Crime (not reported to state),,NONCAM,Z2,Wesley Foundation-Methodist Center,Fourth Street NW,33.77610083,-84.39334027,1,
09/13/2016,10:15:00,9/13/2016,21:04:00,Larceny - Articles from Vehicle,,ONCAM,Z4,Habersham House (Ivan Allen College),Marietta Street  NW,33.773986,-84.404338,1,
09/16/2016,17:00:00,9/16/2016,17:07:00,Criminal Trespass,,ONCAM,Z3,Boggs Building Lot (North),State Street  NW,,,1,
09/21/2016,8:00:00,9/21/2016,9:50:00,Non-Crime (not reported to state),,ONCAM,Z2,Perry Matheson Residence Hall,Techwood Drive  NW,33.77895641,-84.40131466,1,
09/23/2016,8:00:00,9/23/2016,8:30:00,Non-Crime (not reported to state),,ONCAM,Z1,Landon Learning Center   791   Z1,Tumlin Street NW,33.78243133,-84.40026658,1,
09/23/2016,16:00:00,9/23/2016,,Non-Crime (not reported to state),,ONCAM,Z2,Library   77   Z2,Cherry Street NW,33.77431732,-84.39572383,1,
08/15/2016,13:00:00,8/15/2016,19:04:00,Non-Crime (not reported to state),,ONCAM,Z1,Nanotechnology Building  181  Z1,Ferst Drive  NW,33.77884514,-84.39847658,1,
08/21/2016,19:45:00,,,Non-Crime (not reported to state),,ONCAMRES,Z4,Montag Residence Hall,McMillan Street NW,33.77786259,-84.40391086,1,
08/23/2016,8:00:00,8/23/2016,10:18:00,Non-Crime (not reported to state),,ONCAMRES,Z3,North Avenue Apartments,North Avenue   NW,33.77895641,-84.40131466,1,
08/23/2016,15:25:00,8/23/2016,15:35:00,Non-Crime (not reported to state),,ONCAMRES,Z4,Eighth Street Apartments,Eighth Street NW,,,1,
08/23/2016,14:00:00,8/23/2016,20:30:00,Non-Crime (not reported to state),,ONCAM,OFFCAM,Georgia Tech Police Department,Hemphill Avenue  NW,,,1,
08/27/2016,0:18:00,,,Liquor - Possession Of,Prosecution Declined,ONCAM,Z2,Heffernan House   720   Z2,Fifth Street NW,33.7768,-84.39271,1,
08/27/2016,19:45:00,,,Non-Crime (not reported to state),,ONCAM,Z2,Beringause Building,Hemphill Avenue  NW,33.77895641,-84.40131466,1,
08/29/2016,11:00:00,8/29/2016,12:00:00,Larceny - From Building,,ONCAM,Z1,O'Keefe Building   33   Z1,Sixth Street NW,33.7738,-84.3945,1,
09/01/2016,15:15:00,9/1/2016,16:06:00,Damage to Property - Public,,ONCAM,Z2,NAA East,North Avenue  NW,33.76952,-84.39097,1,
09/02/2016,10:30:00,9/2/2016,12:05:00,,,ONCAMRES,Z2,Glenn Residence Hall   16   Z2,Bobby Dodd Way NW,33.77342207,-84.3916112,1,
09/04/2016,3:01:00,9/4/2016,,Non-Crime (not reported to state),,PUB,Z1,Techwood Drive  NW @ Fourth Street  NW,,33.775156,-84.391976,1,
09/07/2016,9:00:00,9/7/2016,9:15:00,Non-Crime (not reported to state),,ONCAM,Z1,Boggs Lot,State Street  NW,33.77895641,-84.40131466,1,
11/18/2016,17:00:00,11/21/2016,8:00:00,Damage to Property - Public,,NONCAM,Z1,Beringause Building   46   Z1,Hemphill Avenue NW,33.77895641,-84.40131466,1,
12/01/2016,0:41:00,12/1/2016,0:50:00,Non-Crime (not reported to state),,ONCAMRES,Z4,Nelson and Shell Undergraduate Living Center  64   Z4,Turner Place NW,33.77817418,-84.40548218,1,
12/01/2016,9:22:00,,,,,PUB,Z2,North Avenue @ Fowler Street,,33.77895641,-84.40131466,1,
11/22/2016,18:00:00,12/3/2016,12:03:00,Fraud - Illegal Use of Credit/Financial Transaction Cards,,ONCAMRES,Z2,NAA West  191  Z2,North Avenue NW,33.77058,-84.39181,1,
12/08/2016,17:00:00,12/9/2016,7:00:00,Non-Crime (not reported to state),,ONCAM,Z3,College of Architecture-West Wing   75   Z3,Fourth Street  NW,33.77608578,-84.39608548,1,
12/10/2016,8:00:00,12/10/2016,8:05:00,Non-Crime (not reported to state),,PUB,Z1,Hemphill Avenue near Ferst Drive,Hemphill Avenue NW,33.77895641,-84.40131466,1,
12/10/2016,10:00:00,,,Non-Crime (not reported to state),,ONCAM,Z4,Campus Recreation Center   160   Z4,Ferst Drive NW,33.77546401,-84.40349901,1,
12/06/2016,15:00:00,12/6/2016,15:15:00,Non-Crime (not reported to state),,ONCAM,Z1,Grinnel Building,Northside Drive,33.77895641,-84.40131466,1,
12/21/2016,14:30:00,12/21/2016,14:32:00,Non-Crime (not reported to state),,ONCAM,Z2,Technology Square Parking Deck,Spring Street  NW,33.77558662,-84.38947547,1,
11/04/2016,15:30:00,1/9/2017,9:00:00,Fraud - Impersonation,Cleared by Arrest,ONCAM,Z4,,Sixth Street  NW,,,1,
12/18/2016,15:00:00,1/11/2017,15:00:00,Larceny - Bicycle,,ONCAM,Z4,,Eighth Street  NW,33.77895641,-84.40131466,1,
11/26/2016,15:00:00,11/26/2016,16:00:00,Larceny - From Building,Cleared by Arrest,ONCAM,Z3,Clough Undergraduate Learning Center   166   Z2,Fourth Street  NW,33.7746818,-84.39637939,1,
12/09/2016,17:26:00,12/9/2016,17:31:00,Non-Crime (not reported to state),,ONCAM,Z1,Beringause Building,Hemphill Avenue  NW,33.77895641,-84.40131466,1,
12/10/2016,2:30:00,12/10/2016,2:45:00,Larceny - From Building,,NONCAM,Z2,Waffle House,Fifth Street NW,33.77895641,-84.40131466,1,
12/29/2016,20:08:00,12/29/2016,20:11:00,Larceny - Articles from Vehicle,,ONCAM,Z1,Research Administration,Tenth Street  NW,33.78167605,-84.40393633,1,
12/19/2016,10:45:00,1/12/2017,11:15:00,Non-Crime (not reported to state),,ONCAM,Z2,Beringause Building   46   Z1,Hemphill Avenue NW,33.77895641,-84.40131466,1,
12/31/2016,17:00:00,1/11/2017,9:00:00,Damage to Property - Private,,ONCAM,Z2,,Joseph E. Lowery Blvd  NW,33.77895641,-84.40131466,1,
10/05/2016,13:00:00,3/17/2017,13:00:00,Non-Crime (not reported to state),Unfounded,ONCAM,Z3,Student Services Building,Ferst Drive  NW,33.77435044,-84.39955247,1,
06/10/2016,16:09:00,6/10/2016,19:50:00,Non-Crime (not reported to state),,ONCAM,Z1,Molecular Science & Engineering Building,Atlantic Drive NW,33.7798386,-84.39669326,1,
06/11/2016,0:16:00,6/11/2016,0:27:00,Traffic Offense (describe offense),Cleared by Arrest,PUB,Z2,North Avenue  NW @ State Street  NW,,,,1,
06/11/2016,23:45:00,6/11/2016,23:56:00,,Cleared by Arrest,PUB,Z2,Williams Street  NW @ North Avenue  NW,,,,1,
06/13/2016,17:05:00,6/13/2016,17:40:00,Traffic Offense (describe offense),Cleared by Arrest,PUB,Z4,Means Street  NW @ Marietta Street  NW,,,,1,
06/15/2016,9:30:00,6/15/2016,10:15:00,Larceny - Articles from Vehicle,,ONCAM,Z2,Peters Parking Deck   8   Z2,Fowler Street NW,33.77497462,-84.3935274,1,
06/19/2016,14:50:00,6/19/2016,15:00:00,Non-Crime (not reported to state),,ONCAMRES,Z4,Woodruff Residence Hall,Curran Street NW,,,1,
05/27/2016,15:27:00,6/10/2016,6:55:00,Non-Crime (not reported to state),,NONCAM,OFFCAM,,Claridge Circle,33.77895641,-84.40131466,1,
06/24/2016,17:34:00,6/24/2016,17:41:00,Larceny - Bicycle,,NONCAM,Z1,Delta Chi,Fifth Street  NW,,,1,
06/30/2016,21:37:00,6/30/2016,21:50:00,,Cleared by Arrest,NONCLERY,OFFCAM,North Avenue  NW @ State Street  NW,,,,1,
07/06/2016,15:08:00,7/6/2016,16:20:00,Loitering Violation,Prosecution Declined,ONCAM,Z1,McCamish Pavilion,Fowler Street NW,33.78067585,-84.39276636,1,
07/07/2016,10:00:00,7/7/2016,10:45:00,Fraud - Swindle,,ONCAM,Z1,Beringause Building,Hemphill Avenue NW,33.77895641,-84.40131466,1,
07/08/2016,15:00:00,7/11/2016,10:00:00,Non-Crime (not reported to state),,ONCAM,Z2,Clough Undergraduate Learning Center   166   Z2,Fourth Street NW,33.7746818,-84.39637939,1,
07/15/2016,15:12:00,7/15/2016,15:12:00,Non-Crime (not reported to state),,ONCAM,Z2,Library   77   Z2,Cherry Street NW,33.77431732,-84.39572383,1,
07/20/2016,9:26:00,7/20/2016,9:46:00,Obstructing Officer/Criminal Investigation,Cleared by Arrest,ONCAMRES,Z2,Harrison Residence Hall   14   Z2,Williams Street NW,33.77276114,-84.39097668,1,
07/28/2016,15:30:00,7/28/2016,17:00:00,Larceny Offense Free Text,,ONCAM,Z3,Campus Recreation Center,Ferst Drive  NW,33.77546401,-84.40349901,1,
07/30/2016,17:30:00,7/31/2016,12:00:00,Larceny - Bicycle,,ONCAM,Z2,Phi Kappa Sigma Fraternity,Techwood Drive NW,33.77612863,-84.39169703,1,
08/01/2016,16:02:00,8/1/2016,,Driving Under the Influence of Alcohol,Cleared by Arrest,PUB,Z1,Tenth Street  NW @ Techwood Drive  NW,,33.775156,-84.391976,1,
08/02/2016,13:15:00,,,Non-Crime (not reported to state),,ONCAM,Z1,Beringause Building   46   Z1,Hemphill Avenue NW,33.77895641,-84.40131466,1,
08/10/2016,21:27:00,8/10/2016,21:54:00,,Cleared by Arrest,PUB,Z2,North Avenue  NW @ Williams Street  NW,,33.771345,-84.390686,1,
08/22/2016,10:05:00,8/22/2016,10:50:00,Larceny - From Building,,ONCAM,Z1,Molecular Science & Engineering Building   167,Atlantic Drive NW,,,1,
08/26/2016,18:45:00,8/26/2016,18:55:00,Non-Crime (not reported to state),,ONCAM,Z2,Fowler Street  NW and Fourth Street  NW,,33.775955,-84.393657,1,
08/28/2016,14:30:00,8/29/2016,4:00:00,Non-Crime (not reported to state),,ONCAM,Z1,North Campus Parking Deck,Peachtree Place  NW,,,1,
08/29/2016,11:59:00,8/29/2016,12:05:00,Non-Crime (not reported to state),,ONCAM,Z2,Fifth Street  NW @ Fowler Street  NW,,,,1,
08/29/2016,13:00:00,8/29/2016,16:00:00,Non-Crime (not reported to state),,ONCAMRES,Z2,Smith Residence Hall,Williams Street  NW,33.77170733,-84.39125155,1,
08/29/2016,23:30:00,8/29/2016,23:50:00,Non-Crime (not reported to state),,ONCAMRES,Z4,Eighth Street Apartments   130   Z4,Eighth Street NW,33.78012873,-84.40513865,1,
08/31/2016,19:00:00,8/31/2016,19:25:00,Simple Assault/Battery,Cleared by Arrest,ONCAM,Z4,Campus Recreation Center,Ferst Drive  NW,,,1,
09/01/2016,22:52:00,9/1/2016,23:20:00,Criminal Trespass,Prosecution Declined,ONCAM,Z2,Bobby Dodd Stadium,North Avenue NW,33.771865,-84.393316,1,
09/06/2016,11:15:00,9/6/2016,11:59:00,Fraud - Swindle,,ONCAMRES,Z4,Maulding Residence Hall,Sixth Street  NW,33.77895641,-84.40131466,1,
09/11/2016,16:40:00,,,Non-Crime (not reported to state),,ONCAMRES,Z4,Freeman Residence Hall,McMillan Street  NW,33.77755033,-84.40392021,1,
09/17/2016,8:24:00,9/17/2016,8:53:00,,,ONCAM,Z1,VOID,Cherry Street NW,33.77877,-84.394138,1,
09/19/2016,16:35:00,9/19/2016,17:23:00,Traffic Offense (describe offense),Cleared by Arrest,ONCAM,Z1,,,33.78153,-84.393571,1,
09/20/2016,16:16:00,9/20/2016,17:15:00,,Cleared by Arrest,PUB,Z2,,,,,1,
09/23/2016,17:47:00,,,Non-Crime (not reported to state),,ONCAM,Z1,Tenth Street Chiller Plant,Tenth Street  NW,33.781183,-84.402354,1,
09/24/2016,0:16:00,9/24/2016,0:40:00,,Prosecution Declined,ONCAM,Z1,Facilities,Fowler Street NW,33.77992173,-84.39313728,1,
09/25/2016,19:30:00,9/25/2016,20:15:00,Harassing Communication,Prosecution Declined,ONCAMRES,Z2,NAA North  191  Z2,North Avenue  NW,33.77058,-84.39095,1,
09/24/2016,13:00:00,9/24/2016,17:30:00,Non-Crime (not reported to state),,NONCAM,OFFCAM,Shell Service Station,N. Henry Blvd.,33.77895641,-84.40131466,1,
10/01/2016,22:12:00,10/2/2016,7:09:00,Larceny - Articles from Vehicle,,ONCAM,Z2,Peters Parking Deck   8   Z2,Fowler Street NW,33.77497462,-84.3935274,1,
10/02/2016,11:06:00,10/2/2016,11:40:00,Non-Crime (not reported to state),,ONCAMRES,Z2,Hanson Residence Hall   93   Z2,Bobby Dodd Way NW,33.7741942,-84.39093621,1,
10/05/2016,,10/7/2016,15:44:00,Fraud - Illegal Use of Credit/Financial Transaction Cards,,ONCAMRES,Z4,Woodruff Residence Hall North Building,Curran Street  NW,33.77910743,-84.40662487,1,
10/10/2016,12:55:00,10/10/2016,13:05:00,Non-Crime (not reported to state),,ONCAM,Z1,Centennial Research Building   790   Z1,Tenth Street  NW,33.7810026,-84.40037116,1,
